formasi_id,ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max,jumlah_ms
8a038450919cdb3c0191ab0c618d36f7,Kementerian Agama,CPNS,UMUM,GURU AHLI PERTAMA - GURU SEJARAH KEBUDAYAAN ISLAM,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,39,1,2785700,6104700,249
8a038450919cdb3c0191ab0df03f371e,Kementerian Agama,CPNS,UMUM,GURU AHLI PERTAMA - GURU SEJARAH KEBUDAYAAN ISLAM,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,4,1,2785700,6104700,65
8a028487919cdb310191a6182b390784,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TIMUR,29,1,2785700,6104700,35
8a028487919cdb310191a64c2f5409c9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI BENGKULU,12,1,2785700,6104700,84
8a028487919cdb310191a64e878c09e2,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA BARAT,5,1,2785700,6104700,1
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a038450919cdb3c0191ab0df03f371e,Kementerian Agama,CPNS,UMUM,GURU AHLI PERTAMA - GURU SEJARAH KEBUDAYAAN ISLAM,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,4,1,2785700,6104700,65
8a028487919cdb310191a6182b390784,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TIMUR,29,1,2785700,6104700,35
8a028487919cdb310191a64c2f5409c9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI BENGKULU,12,1,2785700,6104700,84
8a028487919cdb310191a64e878c09e2,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA BARAT,5,1,2785700,6104700,1
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a6182b390784,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TIMUR,29,1,2785700,6104700,35
8a028487919cdb310191a64c2f5409c9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI BENGKULU,12,1,2785700,6104700,84
8a028487919cdb310191a64e878c09e2,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA BARAT,5,1,2785700,6104700,1
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a64c2f5409c9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI BENGKULU,12,1,2785700,6104700,84
8a028487919cdb310191a64e878c09e2,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA BARAT,5,1,2785700,6104700,1
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a64e878c09e2,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA BARAT,5,1,2785700,6104700,1
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a6c339390df9,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,1,1,2785700,6104700,14
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a73e3922178e,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,110,1,2785700,6104700,611
8a028487919cdb310191a6c5d2870e04,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TENGAH,18,1,2785700,6104700,106
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a73e3922178e,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,110,1,2785700,6104700,611
8a028487919cdb310191a7424b31182c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI DKI JAKARTA,97,1,2785700,6104700,255
8a028487919cdb310191a6cd71290e2d,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SUMATERA UTARA,167,1,2785700,6104700,744
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a73e3922178e,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,110,1,2785700,6104700,611
8a028487919cdb310191a7424b31182c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI DKI JAKARTA,97,1,2785700,6104700,255
8a028487919cdb310191a74dec8118ae,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI RIAU,82,1,2785700,6104700,620
8a028487919cdb310191a70f630a1186,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TENGAH,743,1,2785700,6104700,2074
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a73e3922178e,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,110,1,2785700,6104700,611
8a028487919cdb310191a7424b31182c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI DKI JAKARTA,97,1,2785700,6104700,255
8a028487919cdb310191a74dec8118ae,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI RIAU,82,1,2785700,6104700,620
8a02849d91ab929d0191ac8751bd0abd,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,5,1,2785700,6104700,1
8a028487919cdb310191a717533f13af,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI JAWA TIMUR,716,1,2785700,6104700,1732
8a028487919cdb310191a72ae69915ac,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI LAMPUNG,109,1,2785700,6104700,532
8a028487919cdb310191a72f3e531656,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,24,1,2785700,6104700,97
8a028487919cdb310191a730bc9d1671,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,11,1,2785700,6104700,33
8a028487919cdb310191a7334ea6170c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,10,1,2785700,6104700,52
8a028487919cdb310191a73e3922178e,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI SELATAN,110,1,2785700,6104700,611
8a028487919cdb310191a7424b31182c,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI DKI JAKARTA,97,1,2785700,6104700,255
8a028487919cdb310191a74dec8118ae,Kementerian Agama,CPNS,UMUM,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI RIAU,82,1,2785700,6104700,620
8a02849d91ab929d0191ac8751bd0abd,Kementerian Agama,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI PAPUA,5,1,2785700,6104700,1
8a02849d91ab929d0191ac8df5ae0cc2,Kementerian Agama,CPNS,PUTRA/PUTRI KALIMANTAN,PENGHULU AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN TIMUR,44,1,2785700,6104700,92
